episode_date,episode_theme,episode_url,track_number,title,artist,raw_title,notes,apple_music_url,apple_music_confidence,apple_music_track_name,apple_music_artist_name,apple_music_album_name
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,4,Postcards From Italy,Beirut,Postcards From Italy / Beirut,,,0,,,
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,5,ひとつだけ,矢野顕子,ひとつだけ / 矢野顕子,,,0,,,
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,6,Daydream,The Lovin' Spoonful,Daydream / The Lovin' Spoonful,,https://music.apple.com/us/album/daydream/253838626?i=253838638&uo=4,100,Daydream,The Lovin' Spoonful,Daydream
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,7,Sugar Man (Chari Chari Remix),Silent Poets,Sugar Man (Chari Chari Remix) / Silent Poets,,,0,,,
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,8,Continental Head Board,Mighty Math,Continental Head Board / Mighty Math,,,0,,,
2017.09.10,Theme is... Summer of 18 Years Ago,https://www.j-wave.co.jp/original/travelling/170910.html,9,Vessel (Four Tet Remix),Jon Hopkins,Vessel (Four Tet Remix) / Jon Hopkins,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,1,Holdin' On Together,Phoenix,Holdin' On Together / Phoenix,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,2,Private Road,Bent,Private Road / Bent,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,3,Give Me A Reason,Mondo Grosso,Give Me A Reason / Mondo Grosso,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,4,Lamp,Haruka Nakamura,Lamp / Haruka Nakamura,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,5,五番街のマリーへ,ペドロ＆カプリシャス,五番街のマリーへ / ペドロ＆カプリシャス,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,6,Repeat After Me,The Three Sounds,Repeat After Me / The Three Sounds,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,7,Spooky,Dusty Springfield,Spooky / Dusty Springfield,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,8,Pieces Of A Heart,Carl Anderson,Pieces Of A Heart / Carl Anderson,,,0,,,
2017.09.17,Theme is... Messages & Requests,https://www.j-wave.co.jp/original/travelling/170917.html,9,The Closer I Get To You,Roberta Flack,The Closer I Get To You / Roberta Flack,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,1,Municipality,Real Estate,Municipality / Real Estate,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,2,Mother Nature's Sun,The Beatles,Mother Nature's Sun / The Beatles,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,3,Everybody Hurts,R.E.M.,Everybody Hurts / R.E.M.,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,4,Will You Dance?,Janis Ian,Will You Dance? / Janis Ian,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,5,じゃっ夏なんで,かせきさいだぁ,じゃっ夏なんで / かせきさいだぁ,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,6,Deacon Blues,Steely Dan,Deacon Blues / Steely Dan,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,7,New York,St. Vincent,New York / St. Vincent,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,8,Thinking Of A Place,War On Drugs,Thinking Of A Place / War On Drugs,,,0,,,
2017.09.24,Theme is... PIZZA SHOP in NEW YORK,https://www.j-wave.co.jp/original/travelling/170924.html,9,Cry (Extended Remix),Godley & Creme,Cry (Extended Remix) / Godley & Creme,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,1,The Right Place,Eddie Reader,The Right Place / Eddie Reader,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,2,Still Crazy After All These Years,Paul Simon,Still Crazy After All These Years / Paul Simon,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,3,Drive,Blind Melon,Drive / Blind Melon,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,4,You Got It All,The Jets,You Got It All / The Jets,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,5,積み荷のない舟,井上陽水,積み荷のない舟 / 井上陽水,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,6,Steal Away,Robbie Dupree,Steal Away / Robbie Dupree,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,7,Fool (If You Think It's Over),Chris Rea,Fool (If You Think It's Over) / Chris Rea,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,8,On And On,Stephen Bishop,On And On / Stephen Bishop,,,0,,,
2017.10.01,Theme is... CAMERA,https://www.j-wave.co.jp/original/travelling/171001.html,9,Theme From Valley Of The Dolls,Gabor Szabo,Theme From Valley Of The Dolls / Gabor Szabo,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,1,Se A Vida E,Pet Shop Boys,Se A Vida E / Pet Shop Boys,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,2,Perpetuum Mobile,Penguin Café Orchestra,Perpetuum Mobile / Penguin Café Orchestra,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,3,The Sweetest Gift,Sade,The Sweetest Gift / Sade,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,4,Beware Of Darkness,George Harrison,Beware Of Darkness / George Harrison,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,5,Lemon Tea,Yogee New Waves,Lemon Tea / Yogee New Waves,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,6,Morse,Nightmares On Wax,Morse / Nightmares On Wax,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,7,Groupie Love,Lana Del Rey,Groupie Love / Lana Del Rey,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,8,(Not So) Sad And Lonely,DJ Shadow,(Not So) Sad And Lonely / DJ Shadow,,,0,,,
2017.10.08,Theme is... FASHION WEEK in New York,https://www.j-wave.co.jp/original/travelling/171008.html,9,Peace Piece,Bill Evans,Peace Piece / Bill Evans,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,1,Brain Damage,Pink Floyd,Brain Damage / Pink Floyd,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,2,Stand By Me,Oasis,Stand By Me / Oasis,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,3,Half The World Away,Aurora,Half The World Away / Aurora,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,4,I Will Always Love You,Whitney Houston,I Will Always Love You / Whitney Houston,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,5,やわらかい月,山崎まさよし,やわらかい月 / 山崎まさよし,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,6,Inside Your Head,Eberg,Inside Your Head / Eberg,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,7,"1, 2, 3, 4",Feist,"1, 2, 3, 4 / Feist",,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,8,Forever Young,The Band,Forever Young / The Band,,,0,,,
2017.10.15,Theme is... APPLE,https://www.j-wave.co.jp/original/travelling/171015.html,9,Teardrop,Massive Attack,Teardrop / Massive Attack,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,1,(Just Like) Starting Over,John Lennon,(Just Like) Starting Over / John Lennon,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,2,Heysatan,Sigur Ros,Heysatan / Sigur Ros,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,3,Love Theme From St. Elmo's Fire (Just For A Moment),David Foster,Love Theme From St. Elmo's Fire (Just For A Moment) / David Foster,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,4,Fire In The Middle,Nightmares On Wax,Fire In The Middle / Nightmares On Wax,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,5,気楽な話,Evisbeats,気楽な話 / Evisbeats,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,6,Soldier Of Love,Pearl Jam,Soldier Of Love / Pearl Jam,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,7,You Saw It All,Herbert,You Saw It All / Herbert,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,8,Electric Counterpoint Slow,Steve Reich & Pat Metheny,Electric Counterpoint Slow / Steve Reich & Pat Metheny,,,0,,,
2017.10.22,Theme is... SARAJEVO,https://www.j-wave.co.jp/original/travelling/171022.html,9,One,U2 & Mary J.Blige,One / U2 & Mary J.Blige,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,1,Downtown Train,Tom Waits,Downtown Train / Tom Waits,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,2,Sure Thing,St.Germain,Sure Thing / St.Germain,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,3,Sweet Jane,The Velvet Underground,Sweet Jane / The Velvet Underground,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,4,Autumn Almanac,The Kinks,Autumn Almanac / The Kinks,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,5,箒川を渡って,踊ろうマチルダ,箒川を渡って / 踊ろうマチルダ,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,6,Flim,The Bad Plus,Flim / The Bad Plus,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,7,I Can't Make You Love Me,Adele,I Can't Make You Love Me / Adele,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,8,So Far Away,Rod Stewart,So Far Away / Rod Stewart,,,0,,,
2017.10.29,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171029.html,9,Cinema Paradiso (Main Theme),Charlie Haden & Pat Metheny,Cinema Paradiso (Main Theme) / Charlie Haden & Pat Metheny,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,1,Year Of The Rat,Badly Drawn Boy,Year Of The Rat / Badly Drawn Boy,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,2,Beautiful Ones,Suede,Beautiful Ones / Suede,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,3,Whenever I Call You Friend,Kenny Loggins & Stevie Nicks,Whenever I Call You Friend / Kenny Loggins & Stevie Nicks,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,4,It's You,Joyce Cooling,It's You / Joyce Cooling,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,5,月とナイフ,スガシカオ,月とナイフ / スガシカオ,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,6,Two Gunslingers,Tom Petty & The Heartbreakers,Two Gunslingers / Tom Petty & The Heartbreakers,,https://music.apple.com/us/album/two-gunslingers/1440821504?i=1440821921&uo=4,100,Two Gunslingers,Tom Petty & The Heartbreakers,Into the Great Wide Open
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,7,You Don't Know How It Feels,Tom Petty,You Don't Know How It Feels / Tom Petty,,,0,,,
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,8,Free Fallin',Tom Petty,Free Fallin' / Tom Petty,,https://music.apple.com/us/album/free-fallin/1469579555?i=1469579716&uo=4,100,Free Fallin',Tom Petty,Greatest Hits
2017.11.05,Theme is... TOM PETTY,https://www.j-wave.co.jp/original/travelling/171105.html,9,I Won't Back Down,Tom Petty,I Won't Back Down / Tom Petty,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,1,夢中人,フェイ・ウォン,夢中人 / フェイ・ウォン,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,2,Yesterday,Noname,Yesterday / Noname,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,3,She,Elvis Costello,She / Elvis Costello,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,4,Rainy Night In Georgia,Rod Stewart,Rainy Night In Georgia / Rod Stewart,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,5,Sweet Memories,奇妙礼太郎トラベルスイング楽団,Sweet Memories / 奇妙礼太郎トラベルスイング楽団,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,6,Smile,Lily Allen,Smile / Lily Allen,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,7,1979,The Smashing Pumpkins,1979 / The Smashing Pumpkins,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,8,City Girl,Kevin Sheilds,City Girl / Kevin Sheilds,,,0,,,
2017.11.12,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171112.html,9,Oboe,Jackie Mitto,Oboe / Jackie Mitto,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,1,Lovely Day,Bill WIthers,Lovely Day / Bill WIthers,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,2,Hey There Delilah,Plain White T's,Hey There Delilah / Plain White T's,,https://music.apple.com/us/album/hey-there-delilah/1445310750?i=1445310753&uo=4,100,Hey There Delilah,Plain White T's,Hey There Delilah - EP
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,3,Hijo De La Luna,Mecano,Hijo De La Luna / Mecano,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,4,Summer Rain (Acoustic Mix),Whitesnake,Summer Rain (Acoustic Mix) / Whitesnake,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,5,現在位置,スネオヘアー,現在位置 / スネオヘアー,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,6,Wreck On The Highway,Bruce Springsteen,Wreck On The Highway / Bruce Springsteen,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,7,How To Disappeare Completely,Radiohead,How To Disappeare Completely / Radiohead,,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,8,"Caroline, No",Beach Boys,"Caroline, No / Beach Boys",,,0,,,
2017.11.19,Theme is... HARUKI MURAKAMI,https://www.j-wave.co.jp/original/travelling/171119.html,9,I Can't Get Started,Billie Holiday,I Can't Get Started / Billie Holiday,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,1,Across The Universe,10 CC,Across The Universe / 10 CC,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,2,There She Goes,Sixpence None The Richer,There She Goes / Sixpence None The Richer,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,3,Gone Till November,Wyclef Jean,Gone Till November / Wyclef Jean,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,4,Space Cowboy,Jamiruquai,Space Cowboy / Jamiruquai,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,5,光と影,ハナレグミ,光と影 / ハナレグミ,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,6,Here's Where The Story Ends,Tin Tin Out feat. Shelley Nelson,Here's Where The Story Ends / Tin Tin Out feat. Shelley Nelson,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,7,Say What You Want,Texas,Say What You Want / Texas,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,8,Perfect,Alanis Morissette,Perfect / Alanis Morissette,,,0,,,
2017.11.26,Theme is... Vehicle Breakdown,https://www.j-wave.co.jp/original/travelling/171126.html,9,November Rain,Guns N' Roses,November Rain / Guns N' Roses,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,1,Just Like Honey,Jesus And The Marry Chain,Just Like Honey / Jesus And The Marry Chain,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,2,Lived In Bars,Cat Power,Lived In Bars / Cat Power,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,3,Round Here Buzz,Eric Church,Round Here Buzz / Eric Church,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,4,The Shinning,Badly Drawn Boy,The Shinning / Badly Drawn Boy,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,5,Fragrance Like Home,Haruka Nakamura feat. Pase Rock,Fragrance Like Home / Haruka Nakamura feat. Pase Rock,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,6,Hat Full Of Stars,Cyndi Lauper,Hat Full Of Stars / Cyndi Lauper,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,7,Black Water,The Doobie Brothers,Black Water / The Doobie Brothers,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,8,Perfect Day,Duran Duran,Perfect Day / Duran Duran,,,0,,,
2017.12.03,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171203.html,9,Advice For The Young At Heart,Tears For Fears,Advice For The Young At Heart / Tears For Fears,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,1,Tuesday's Gone,Lynard Skynard,Tuesday's Gone / Lynard Skynard,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,2,Just For Thrill,Ray Charles,Just For Thrill / Ray Charles,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,3,Kerala,Bonobo,Kerala / Bonobo,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,4,A Sky Full Of Stars,Coldplay,A Sky Full Of Stars / Coldplay,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,5,Time Will Tell,宇多田ヒカル,Time Will Tell / 宇多田ヒカル,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,6,Romeo And Juliet,Dire Straits,Romeo And Juliet / Dire Straits,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,7,Mercedes Benz,Janis Joplin,Mercedes Benz / Janis Joplin,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,8,Dilemma,Nelly feat. Kelly Rowland,Dilemma / Nelly feat. Kelly Rowland,,,0,,,
2017.12.10,Theme is... Literature about The Journey,https://www.j-wave.co.jp/original/travelling/171210.html,9,The River,Bruce Springsteen,The River / Bruce Springsteen,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,1,Woman,John Lennon,Woman / John Lennon,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,2,Wind Beneath My Wings,Bette Midler,Wind Beneath My Wings / Bette Midler,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,3,Koko,坂本龍一,Koko / 坂本龍一,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,4,In My Life,Judy Collins,In My Life / Judy Collins,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,5,Baibaba Bimba,The Tenniscoats,Baibaba Bimba / The Tenniscoats,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,6,In Your Eyes,Peter Gabriel,In Your Eyes / Peter Gabriel,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,7,How Come You Don't Call Me,Alicia Keys,How Come You Don't Call Me / Alicia Keys,,https://music.apple.com/us/album/how-come-you-dont-call-me-live/267954633?i=267954801&uo=4,98,How Come You Don't Call Me (Live),Alicia Keys,Unplugged (Live)
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,8,Need Your Now (iTunes session),Lady Antebellum,Need Your Now (iTunes session) / Lady Antebellum,,,0,,,
2017.12.17,Theme is... Wes Anderson,https://www.j-wave.co.jp/original/travelling/171217.html,9,Multiples Un,Frederic Galliano,Multiples Un / Frederic Galliano,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,1,Watch Me,Labi Siffre,Watch Me / Labi Siffre,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,2,Creep,Scott Bradlee's Poasmodern Jukebox feat. Haley Reinhart,Creep / Scott Bradlee's Poasmodern Jukebox feat. Haley Reinhart,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,3,Afterglow,Asgeir,Afterglow / Asgeir,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,4,Calling You,Jevetta Steele,Calling You / Jevetta Steele,,https://music.apple.com/us/album/calling-you/1780273314?i=1780273552&uo=4,100,Calling You,Jevetta Steele,Here It Is
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,5,"Hello, Goodbye",大貫妙子,"Hello, Goodbye / 大貫妙子",,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,6,Little Yellow Town,Rickie Lee Jones,Little Yellow Town / Rickie Lee Jones,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,7,Miami 2017,Billy Joel,Miami 2017 / Billy Joel,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,8,Travessia,Milton Nascimento,Travessia / Milton Nascimento,,,0,,,
2017.12.24,Theme is... MESSAGES & REQUESTS,https://www.j-wave.co.jp/original/travelling/171224.html,9,口笛,Mr. Children,口笛 / Mr. Children,,,0,,,
2017.12.31,Theme is... 大晦日セレクション！ あの曲をもう一度,https://www.j-wave.co.jp/original/travelling/171231.html,1,The Build Up,Kings Of Convenience,The Build Up / Kings Of Convenience,,https://music.apple.com/us/album/the-build-up/1663661508?i=1663661810&uo=4,100,The Build Up,Feist & Kings of Convenience,Riot On an Empty Street
2017.12.31,Theme is... 大晦日セレクション！ あの曲をもう一度,https://www.j-wave.co.jp/original/travelling/171231.html,2,Love Is A Losing Game,Amy Winehouse,Love Is A Losing Game / Amy Winehouse,,https://music.apple.com/us/album/love-is-a-losing-game/1422677780?i=1422677786&uo=4,100,Love Is a Losing Game,Amy Winehouse,Back to Black
2017.12.31,Theme is... 大晦日セレクション！ あの曲をもう一度,https://www.j-wave.co.jp/original/travelling/171231.html,3,Gotta Have You,The Weepies,Gotta Have You / The Weepies,,https://music.apple.com/us/album/gotta-have-you/102807420?i=102807182&uo=4,100,Gotta Have You,The Weepies,Say I Am You
2017.12.31,Theme is... 大晦日セレクション！ あの曲をもう一度,https://www.j-wave.co.jp/original/travelling/171231.html,4,Even After All,Finley Quaye,Even After All / Finley Quaye,,https://music.apple.com/us/album/even-after-all/1540699124?i=1540699128&uo=4,100,Even After All,Finley Quaye,Maverick A Strike
2017.12.31,Theme is... 大晦日セレクション！ あの曲をもう一度,https://www.j-wave.co.jp/original/travelling/171231.html,5,Vive,Djavan,Vive / Djavan,,,0,,,
